act_dem_res_count_max,act_dem_res_count_mean,act_dem_res_count_min,act_dem_res_count_ratio,act_dem_res_count_stddev,act_dem_res_count_variance,act_dem_units_max,act_dem_units_mean,act_dem_units_min,act_dem_units_ratio,act_dem_units_stddev,act_dem_units_variance,act_durations_for_res_max,act_durations_for_res_mean,act_durations_for_res_min,act_durations_for_res_ratio,act_durations_for_res_stddev,act_durations_for_res_variance,act_durations_max,act_durations_mean,act_durations_min,act_durations_ratio,act_durations_stddev,act_durations_variance,acts_per_res_max,acts_per_res_mean,acts_per_res_min,acts_per_res_ratio,acts_per_res_stddev,acts_per_res_variance,avgBranch,avgCap,avgDur,avgResESS,avgResSGSzmax,avgTotalCap,cap_job_ratio,cap_stats_max,cap_stats_mean,cap_stats_min,cap_stats_ratio,cap_stats_stddev,cap_stats_variance,cmax,cmaxBalanced,cmaxSGS,maxCap,minCap,nc,njobs,njobsOCESS,njobsOCSGSzmax,nperiods,nperiodsOCESS,nperiodsOCSGSzmax,nres,numBinaryVars_KopCt1,numBinaryVars_KopDt2,numConstraintsKopCt1,numConstraintsKopDt2,numContinuousVarsKopCt1,numContinuousVarsKopDt2,os,prec_per_act_max,prec_per_act_mean,prec_per_act_min,prec_per_act_ratio,prec_per_act_stddev,prec_per_act_variance,predcount_per_act_max,predcount_per_act_mean,predcount_per_act_min,predcount_per_act_ratio,predcount_per_act_stddev,predcount_per_act_variance,rc,rc0,rc1,rc2,rc3,res_job_ratio,res_util_ratio_max,res_util_ratio_mean,res_util_ratio_min,res_util_ratio_ratio,res_util_ratio_stddev,res_util_ratio_variance,revSlope,revWidth,rf,rs,rs0,rs1,rs2,rs3,succcount_per_act_max,succcount_per_act_mean,succcount_per_act_min,succcount_per_act_ratio,succcount_per_act_stddev,succcount_per_act_variance,tmax,tmin,tminBalanced,tminSGS,total_capacity,best_model
3,2.8125,0,0,0.737804,0.544355,20,11.25,0,0,4.6559,21.6774,168,152.25,123,0.732143,20.0229,400.917,10,6.34375,0,0,2.81252,7.91028,25,22.5,17,0.68,3.69685,13.6667,93,10,6.34375,8.22181,7.47426,15,1.25,10,10,10,1,0,0,482.5,91,177.5,10,10,2.90625,32,30,30,204,36,59,4,954,337397,1943,6562,62,1,0.413306,10,5.8125,2,0.2,1.6932,2.86694,8,2.90625,0,0,2.26273,5.11996,0.4,0.4,0.4,0.4,0.4,0.125,10,9,6.8,0.68,1.82574,3.33333,7.90984,61,0.703125,0.099095,0.125,0.09375,0.125,0.052632,10,2.90625,0,0,2.29107,5.24899,105,44,75,65,40,0
3,2.8125,0,0,0.737804,0.544355,17,11.25,0,0,4.43592,19.6774,128,110.25,100,0.78125,12.2848,150.917,10,4.59375,0,0,3.01458,9.0877,26,22.5,21,0.807692,2.38048,5.66667,47,10,4.59375,7.21622,7.21622,15,1.25,10,10,10,1,0,0,19.5,13.5,19.5,10,10,1.46875,32,12,12,148,14,14,4,260,89704,965,2203,62,1,0.826613,5,2.9375,1,0.2,0.877588,0.770161,3,1.46875,0,0,0.717719,0.515121,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,8.4,0.807692,1.1547,1.33333,4.875,4,0.703125,0.488095,0.333333,0.285714,1,0.333333,3,1.46875,0,0,0.671271,0.450605,118,114,114,114,40,0
3,2.8125,0,0,0.737804,0.544355,17,11.25,0,0,4.25782,18.129,103,94.5,85,0.825243,7.4162,55,9,3.9375,0,0,2.73493,7.47984,25,22.5,20,0.8,2.08167,4.33333,96,10,3.9375,8.11811,7.43701,15,1.25,10,10,10,1,0,0,271.5,59,98.5,10,10,3,32,30,30,127,24,37,4,620,198386,1489,3939,62,1,0.629032,10,6,3,0.3,1.96748,3.87097,8,3,0,0,2,4,0.4,0.4,0.4,0.4,0.4,0.125,10,9,8,0.8,1,1,5.7766,47,0.703125,0.111931,0.117647,0.111111,0.15,0.068965,7,3,0,0,1.91766,3.67742,76,29,48,44,40,0
3,2.8125,0,0,0.737804,0.544355,19,11.25,0,0,4.14262,17.1613,168,133.5,111,0.660714,25.2521,637.667,10,5.5625,0,0,3.06844,9.41532,28,22.5,18,0.642857,4.20317,17.6667,40,10,5.5625,7.01536,7.01536,15,1.25,10,10,10,1,0,0,15.5,9,15.5,10,10,1.25,32,11,11,179,12,12,4,614,144009,1495,3226,62,1,0.647177,9,2.5,2,0.222222,1.36783,1.87097,9,1.25,0,0,1.43684,2.06452,0.4,0.4,0.4,0.4,0.4,0.125,11.2,9,7.2,0.642857,1.73205,3,0,0,0.703125,0.364087,0.25,0.444444,0.428571,0.333333,5,1.25,0,0,0.803219,0.645161,133,133,133,133,40,1
3,2.8125,0,0,0.737804,0.544355,19,11.25,0,0,4.66282,21.7419,152,126.75,101,0.664474,25.4869,649.583,10,5.28125,0,0,3.29452,10.8538,28,22.5,18,0.642857,5.25991,27.6667,57,10,5.28125,8.49706,7.33971,15,1.25,10,10,10,1,0,0,552.5,81,159,10,10,1.78125,32,28,30,170,20,52,4,1282,301302,2387,5781,62,1,0.199597,18,3.5625,2,0.111111,3.63618,13.2218,18,1.78125,0,0,3.03458,9.20867,0.4,0.4,0.4,0.4,0.4,0.125,11.2,9,7.2,0.642857,2.08167,4.33333,11.05,50,0.703125,0.042077,0.020408,0.064516,0.018868,0.064516,16,1.78125,0,0,2.70882,7.3377,83,33,65,54,40,0
3,2.8125,0,0,0.737804,0.544355,17,11.25,0,0,4.07193,16.5806,157,135,113,0.719745,20.4613,418.667,10,5.625,0,0,3.07697,9.46774,24,22.5,21,0.875,1.73205,3,34,10,5.625,7.14779,7.10912,15,1.25,10,10,10,1,0,0,18,4,4,10,10,1.0625,32,5,4,181,5,3,4,166,46652,833,1633,62,1,0.883065,4,2.125,1,0.25,0.491869,0.241935,3,1.0625,0,0,0.435335,0.189516,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8.4,0.875,0.816497,0.666667,0,0,0.703125,0.375,1,0,0.333333,0.166667,3,1.0625,0,0,0.435335,0.189516,168,168,168,168,40,1
3,2.8125,0,0,0.737804,0.544355,21,11.25,0,0,4.74512,22.5161,117,111,103,0.880342,6.68331,44.6667,10,4.625,0,0,3.31906,11.0161,23,22.5,21,0.913043,1,1,49,10,4.625,7.31376,7.12248,15,1.25,10,10,10,1,0,0,123,35.5,66,10,10,1.53125,32,23,21,149,28,31,4,756,186846,1665,3802,62,1,0.532258,12,3.0625,2,0.166667,1.84806,3.41532,12,1.53125,0,0,1.96722,3.86996,0.4,0.4,0.4,0.4,0.4,0.125,9.2,9,8.4,0.913043,0.57735,0.333333,5.59091,22,0.703125,0.117769,0.130435,0.181818,0.058824,0.1,3,1.53125,0,0,0.841825,0.708669,95,73,73,73,40,1
3,2.8125,0,0,0.737804,0.544355,20,11.25,0,0,5.13684,26.3871,138,110.25,88,0.637681,21.1404,446.917,10,4.59375,0,0,3.01458,9.0877,28,22.5,18,0.642857,4.20317,17.6667,52,10,4.59375,7.43412,7.28547,15,1.25,10,10,10,1,0,0,110.5,36,66.5,10,10,1.625,32,19,19,148,25,28,4,696,183644,1569,3748,62,1,0.556452,7,3.25,2,0.285714,1.21814,1.48387,7,1.625,0,0,1.36192,1.85484,0.4,0.4,0.4,0.4,0.4,0.125,11.2,9,7.2,0.642857,1.73205,3,11.05,10,0.703125,0.16299,0.117647,0.25,0.117647,0.166667,5,1.625,0,0,0.941858,0.887097,82,72,72,72,40,0
3,2.8125,0,0,0.737804,0.544355,19,11.25,0,0,4.38472,19.2258,144,123.75,96,0.666667,20.2711,410.917,10,5.15625,0,0,3.48369,12.1361,25,22.5,20,0.8,2.38048,5.66667,34,10,5.15625,6.98042,6.98042,15,1.25,10,10,10,1,0,0,2,2,2,10,10,1.0625,32,2,2,166,2,2,4,14,34185,637,1361,62,1,0.991935,3,2.125,1,0.333333,0.421212,0.177419,2,1.0625,0,0,0.353553,0.125,0.4,0.4,0.4,0.4,0.4,0.125,10,9,8,0.8,1,1,1,2,0.703125,0.833333,0.333333,1,1,1,2,1.0625,0,0,0.353553,0.125,152,150,150,150,40,0
3,2.8125,0,0,0.737804,0.544355,21,11.25,0,0,5.03536,25.3548,124,110.25,99,0.798387,10.8128,116.917,10,4.59375,0,0,3.05708,9.34577,26,22.5,18,0.692308,3.31662,11,37,10,4.59375,7.1402,7.07264,15,1.25,10,10,10,1,0,0,48.5,28.5,28.5,10,10,1.15625,32,12,10,148,24,25,4,236,85556,929,2125,62,1,0.83871,4,2.3125,1,0.25,0.644455,0.415323,4,1.15625,0,0,0.627816,0.394153,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,7.2,0.692308,1.29099,1.66667,4.40909,11,0.703125,0.4125,0.75,0.5,0,0.4,3,1.15625,0,0,0.514899,0.265121,125,114,114,114,40,0
3,2.8125,0,0,0.737804,0.544355,20,11.25,0,0,4.52235,20.4516,130,122.25,110,0.846154,9.03235,81.5833,10,5.09375,0,0,3.16594,10.0232,24,22.5,21,0.875,1.29099,1.66667,56,10,5.09375,7.17073,7.125,15,1.25,10,10,10,1,0,0,76,34.5,61,10,10,1.75,32,22,22,164,36,37,4,656,194372,1561,4000,62,1,0.629032,6,3.5,2,0.333333,1.13592,1.29032,6,1.75,0,0,1.29515,1.67742,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8.4,0.875,0.816497,0.666667,7.6,10,0.703125,0.293182,0,0.5,0.272727,0.4,4,1.75,0,0,0.983739,0.967742,90,80,80,80,40,0
3,2.8125,0,0,0.737804,0.544355,21,11.25,0,0,4.7315,22.3871,118,105.75,92,0.779661,10.7199,114.917,10,4.40625,0,0,2.51267,6.31351,25,22.5,20,0.8,2.38048,5.66667,38,10,4.40625,7.15493,7.15493,15,1.25,10,10,10,1,0,0,11,5,11,10,10,1.1875,32,3,3,142,8,8,4,262,81960,987,2040,62,1,0.844758,3,2.375,2,0.666667,0.491869,0.241935,2,1.1875,0,0,0.470929,0.221774,0.4,0.4,0.4,0.4,0.4,0.125,10,9,8,0.8,1,1,1.22222,9,0.703125,0.833333,1,0.333333,1,1,3,1.1875,0,0,0.535061,0.28629,118,109,109,109,40,0
3,2.8125,0,0,0.737804,0.544355,19,11.25,0,0,4.70415,22.129,136,117.75,108,0.794118,13.2256,174.917,10,4.90625,0,0,2.8889,8.34577,24,22.5,21,0.875,1.73205,3,34,10,4.90625,6.90665,6.90665,15,1.25,10,10,10,1,0,0,2.5,2.5,2.5,10,10,1.0625,32,2,2,158,5,5,4,94,35653,747,1349,62,1,0.941532,3,2.125,1,0.333333,0.421212,0.177419,2,1.0625,0,0,0.353553,0.125,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8.4,0.875,0.816497,0.666667,0,0,0.703125,0.916667,0.666667,1,1,1,2,1.0625,0,0,0.353553,0.125,145,145,145,145,40,1
3,2.8125,0,0,0.737804,0.544355,22,11.25,0,0,4.55787,20.7742,123,108.75,95,0.772358,14.7958,218.917,10,4.53125,0,0,2.85097,8.12802,24,22.5,20,0.833333,1.91485,3.66667,65,10,4.53125,7.36815,7.27911,15,1.25,10,10,10,1,0,0,71,25.5,45,10,10,2.03125,32,20,21,146,25,25,4,374,169615,1141,3522,62,1,0.774194,7,4.0625,2,0.285714,1.24272,1.54435,4,2.03125,0,0,1.03127,1.06351,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8,0.833333,0.816497,0.666667,4.73333,15,0.703125,0.333838,0.090909,0.3,0.444444,0.5,4,2.03125,0,0,0.966683,0.934476,81,66,71,66,40,0
3,2.8125,0,0,0.737804,0.544355,20,11.25,0,0,4.77899,22.8387,165,147,133,0.806061,13.6626,186.667,10,6.125,0,0,3.28977,10.8226,24,22.5,21,0.875,1.29099,1.66667,37,10,6.125,7.10152,7.10152,15,1.25,10,10,10,1,0,0,7,7,7,10,10,1.15625,32,6,6,197,9,9,4,40,67994,673,2058,62,1,0.975806,4,2.3125,2,0.5,0.535061,0.28629,3,1.15625,0,0,0.514899,0.265121,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8.4,0.875,0.816497,0.666667,1.16667,6,0.703125,0.75,1,0.4,1,0.6,2,1.15625,0,0,0.447889,0.200605,171,165,165,165,40,0
3,2.8125,0,0,0.737804,0.544355,21,11.25,0,0,4.26539,18.1935,144,129,108,0.75,15.1877,230.667,10,5.375,0,0,3.2701,10.6935,25,22.5,19,0.76,2.64575,7,75,10,5.375,7.70087,7.21098,15,1.25,10,10,10,1,0,0,269.5,41,100,10,10,2.34375,32,26,25,173,34,46,4,512,233560,1329,4702,62,1,0.685484,9,4.6875,2,0.222222,1.65466,2.7379,8,2.34375,0,0,1.73409,3.00706,0.4,0.4,0.4,0.4,0.4,0.125,10,9,7.6,0.76,1.41421,2,5.39,50,0.703125,0.109299,0.117647,0,0.105263,0.214286,6,2.34375,0,0,1.33463,1.78125,110,60,83,75,40,0
3,2.8125,0,0,0.737804,0.544355,20,11.25,0,0,4.34778,18.9032,148,135,121,0.817568,13.0384,170,10,5.625,0,0,3.11862,9.72581,26,22.5,20,0.769231,2.64575,7,54,10,5.625,7.26381,7.16022,15,1.25,10,10,10,1,0,0,93,17.5,55.5,10,10,1.6875,32,18,19,181,22,28,4,488,198786,1295,4147,62,1,0.699597,9,3.375,2,0.222222,1.53979,2.37097,9,1.6875,0,0,1.51205,2.28629,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,8,0.769231,1,1,5.16667,18,0.703125,0.29375,0.444444,0.375,0.222222,0.133333,4,1.6875,0,0,1.0298,1.06048,112,94,102,94,40,0
3,2.8125,0,0,0.737804,0.544355,18,11.25,0,0,4.68353,21.9355,161,140.25,121,0.751553,16.4798,271.583,10,5.84375,0,0,3.16339,10.0071,26,22.5,19,0.730769,2.88675,8.33333,54,10,5.84375,7.30319,7.22739,15,1.25,10,10,10,1,0,0,81,32.5,52.5,10,10,1.6875,32,21,19,188,36,38,4,582,210525,1441,4371,62,1,0.657258,8,3.375,2,0.25,1.49731,2.24194,8,1.6875,0,0,1.51205,2.28629,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,7.6,0.730769,1.41421,2,4.5,18,0.703125,0.256548,0.333333,0.25,0.3,0.142857,4,1.6875,0,0,1.06066,1.125,116,98,104,104,40,0
3,2.8125,0,0,0.737804,0.544355,18,11.25,0,0,4.38472,19.2258,145,132,119,0.82069,12.4633,155.333,10,5.5,0,0,3.45478,11.9355,24,22.5,20,0.833333,1.91485,3.66667,60,10,5.5,7.92655,7.38559,15,1.25,10,10,10,1,0,0,332.5,95.5,141,10,10,1.875,32,22,28,177,17,51,4,1058,273696,2105,5363,62,1,0.366935,15,3.75,2,0.133333,2.63965,6.96774,15,1.875,0,0,2.52408,6.37097,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8,0.833333,0.816497,0.666667,15.8333,21,0.703125,0.126786,0.107143,0.15,0.107143,0.142857,7,1.875,0,0,1.86219,3.46774,86,65,65,65,40,0
3,2.8125,0,0,0.737804,0.544355,17,11.25,0,0,4.52235,20.4516,141,117.75,107,0.758865,15.9034,252.917,10,4.90625,0,0,2.7866,7.76512,27,22.5,21,0.777778,3,9,76,10,4.90625,8.85285,7.48892,15,1.25,10,10,10,1,0,0,575,85.5,144,10,10,2.375,32,29,30,158,14,46,4,1242,280629,2351,5407,62,1,0.243952,16,4.75,2,0.125,3.17246,10.0645,12,2.375,0,0,2.67304,7.14516,0.4,0.4,0.4,0.4,0.4,0.125,10.8,9,8.4,0.777778,1.1547,1.33333,9.91379,58,0.703125,0.043088,0.029412,0,0.073171,0.069767,16,2.375,0,0,2.91548,8.5,83,25,60,50,40,0
3,2.8125,0,0,0.737804,0.544355,17,11.25,0,0,4.15816,17.2903,134,118.5,92,0.686567,18.303,335,10,4.9375,0,0,3.20219,10.254,26,22.5,18,0.692308,3.41565,11.6667,100,10,4.9375,8.42767,7.46698,15,1.25,10,10,10,1,0,0,448.5,70.5,143,10,10,3.125,32,30,28,159,24,39,4,1094,272973,2147,5310,62,1,0.336694,11,6.25,2,0.181818,2.55267,6.51613,11,3.125,0,0,2.82557,7.98387,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,7.2,0.692308,1.41421,2,8.00893,56,0.703125,0.109029,0.111111,0.076923,0.130435,0.117647,11,3.125,0,0,2.94848,8.69355,84,28,57,52,40,0
3,2.8125,0,0,0.737804,0.544355,18,11.25,0,0,4.50806,20.3226,149,136.5,113,0.758389,16.5227,273,10,5.6875,0,0,3.12573,9.77016,26,22.5,18,0.692308,3.69685,13.6667,46,10,5.6875,7.5929,7.20082,15,1.25,10,10,10,1,0,0,228.5,56,85,10,10,1.4375,32,22,21,183,23,31,4,1038,249354,2071,4977,62,1,0.372984,16,2.875,2,0.125,2.94848,8.69355,16,1.4375,0,0,2.66322,7.09274,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,7.2,0.692308,1.52753,2.33333,0,0,0.703125,0.107488,0.136364,0.076923,0.05,0.166667,11,1.4375,0,0,1.8997,3.60887,94,94,94,94,40,1
3,2.8125,0,0,0.737804,0.544355,21,11.25,0,0,4.27295,18.2581,155,135,111,0.716129,19.5448,382,10,5.625,0,0,3.15973,9.98387,25,22.5,20,0.8,2.88675,8.33333,46,10,5.625,7.79144,7.4047,15,1.25,10,10,10,1,0,0,221.5,43,81.5,10,10,1.4375,32,19,20,181,15,25,4,1088,251307,2161,5000,62,1,0.362903,16,2.875,2,0.125,2.99192,8.95161,16,1.4375,0,0,2.66322,7.09274,0.4,0.4,0.4,0.4,0.4,0.125,10,9,8,0.8,1.1547,1.33333,24.6111,9,0.703125,0.08746,0.04,0.117647,0.081081,0.111111,12,1.4375,0,0,1.98279,3.93145,99,90,90,90,40,1
3,2.8125,0,0,0.737804,0.544355,17,11.25,0,0,4.21212,17.7419,127,110.25,83,0.653543,19.4829,379.583,10,4.59375,0,0,2.83821,8.05544,26,22.5,18,0.692308,3.69685,13.6667,48,10,4.59375,7.82432,7.30068,15,1.25,10,10,10,1,0,0,252.5,60.5,97.5,10,10,1.5,32,21,24,148,14,36,4,1138,222623,2231,4383,62,1,0.332661,16,3,2,0.125,2.78243,7.74194,16,1.5,0,0,2.66398,7.09677,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,7.2,0.692308,1.52753,2.33333,8.7069,29,0.703125,0.138614,0.12,0.1875,0.16,0.086957,10,1.5,0,0,1.64611,2.70968,90,61,61,61,40,1
3,2.8125,0,0,0.737804,0.544355,18,11.25,0,0,4.64202,21.5484,153,141.75,125,0.816993,11.8708,140.917,10,5.90625,0,0,3.1455,9.89415,24,22.5,21,0.875,1.29099,1.66667,46,10,5.90625,7.93947,7.21184,15,1.25,10,10,10,1,0,0,379.5,69.5,103,10,10,1.4375,32,18,23,190,15,41,4,1012,270060,2007,5348,62,1,0.360887,16,2.875,2,0.125,2.82557,7.98387,16,1.4375,0,0,2.66322,7.09274,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8.4,0.875,0.816497,0.666667,29.1923,13,0.703125,0.081088,0.086957,0.058824,0.095238,0.083333,9,1.4375,0,0,1.66438,2.77016,103,90,90,90,40,1
3,2.8125,0,0,0.737804,0.544355,17,11.25,0,0,4.13482,17.0968,139,127.5,116,0.834532,10.7858,116.333,10,5.3125,0,0,3.05263,9.31855,26,22.5,21,0.807692,2.38048,5.66667,63,10,5.3125,7.50731,7.42836,15,1.25,10,10,10,1,0,0,167.5,48,140.5,10,10,1.96875,32,24,25,171,34,43,4,672,230755,1553,4635,62,1,0.58871,8,3.9375,2,0.25,1.50134,2.25403,8,1.96875,0,0,1.59605,2.54738,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,8.4,0.807692,1.1547,1.33333,6.97917,24,0.703125,0.11239,0.055556,0.157895,0.111111,0.125,4,1.96875,0,0,1.12119,1.25706,91,67,79,67,40,0
3,2.8125,0,0,0.737804,0.544355,19,11.25,0,0,4.34036,18.8387,157,129,109,0.694268,20.2814,411.333,10,5.375,0,0,2.72089,7.40323,26,22.5,21,0.807692,2.38048,5.66667,57,10,5.375,9.18064,7.54769,15,1.25,10,10,10,1,0,0,748,92,183,10,10,1.78125,32,30,30,173,15,47,4,1380,321034,2537,6118,62,1,0.153226,22,3.5625,2,0.090909,4.75149,22.5766,21,1.78125,0,0,3.5445,12.5635,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,8.4,0.807692,1.1547,1.33333,11.5077,65,0.703125,0.036282,0.035714,0.06,0.02,0.029412,22,1.78125,0,0,3.73073,13.9183,81,16,62,50,40,1
3,2.8125,0,0,0.737804,0.544355,18,11.25,0,0,4.40674,19.4194,151,135,127,0.84106,10.9545,120,10,5.625,0,0,3.09787,9.59677,24,22.5,20,0.833333,1.91485,3.66667,46,10,5.625,7.87983,7.34668,15,1.25,10,10,10,1,0,0,270.5,31,77.5,10,10,1.4375,32,19,20,181,14,24,4,986,241425,1997,4838,62,1,0.403226,16,2.875,2,0.125,2.83697,8.04839,16,1.4375,0,0,2.66322,7.09274,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8,0.833333,0.816497,0.666667,20.8077,13,0.703125,0.101081,0.107143,0.136364,0.105263,0.055556,10,1.4375,0,0,1.7027,2.89919,105,92,92,92,40,1
3,2.8125,0,0,0.737804,0.544355,20,11.25,0,0,4.63507,21.4839,130,116.25,89,0.684615,18.6257,346.917,10,4.84375,0,0,3.14293,9.87802,25,22.5,19,0.76,2.64575,7,62,10,4.84375,7.33333,7.19391,15,1.25,10,10,10,1,0,0,164.5,76.5,121,10,10,1.9375,32,24,27,156,29,38,4,690,216763,1567,4337,62,1,0.566532,7,3.875,2,0.285714,1.28891,1.66129,7,1.9375,0,0,1.26841,1.60887,0.4,0.4,0.4,0.4,0.4,0.125,10,9,7.6,0.76,1.41421,2,5.14062,32,0.703125,0.195459,0.25,0.105263,0.272727,0.153846,5,1.9375,0,0,1.43544,2.06048,93,61,62,61,40,0
3,2.8125,0,0,0.737804,0.544355,18,11.25,0,0,4.572,20.9032,164,129.75,91,0.554878,31.2343,975.583,10,5.40625,0,0,3.35876,11.2812,28,22.5,17,0.607143,4.65475,21.6667,181,10,5.40625,8.67672,7.46264,15,1.25,10,10,10,1,0,0,558,62,135.5,10,10,5.65625,32,30,28,174,21,47,4,676,291723,1571,5766,62,1,0.59879,20,11.3125,5,0.25,3.79675,14.4153,15,5.65625,0,0,5.13438,26.3619,0.4,0.4,0.4,0.4,0.4,0.125,11.2,9,6.8,0.607143,2.16025,4.66667,8.45455,66,0.703125,0.077746,0.041667,0.081081,0.088235,0.1,15,5.65625,0,0,3.30795,10.9425,96,30,70,59,40,0
3,2.8125,0,0,0.737804,0.544355,16,11.25,0,0,4.17365,17.4194,162,141,129,0.796296,14.4453,208.667,10,5.875,0,0,3.05593,9.33871,25,22.5,19,0.76,2.64575,7,62,10,5.875,7.47355,7.28704,15,1.25,10,10,10,1,0,0,167,56,96.5,10,10,1.9375,32,26,26,189,40,45,4,772,260209,1703,5198,62,1,0.538306,8,3.875,2,0.25,1.4085,1.98387,8,1.9375,0,0,1.54372,2.38306,0.4,0.4,0.4,0.4,0.4,0.125,10,9,7.6,0.76,1.41421,2,8.35,20,0.703125,0.234253,0.2,0.214286,0.25,0.272727,5,1.9375,0,0,1.13415,1.28629,95,75,75,75,40,0
3,2.8125,0,0,0.737804,0.544355,22,11.25,0,0,5.00967,25.0968,144,122.25,101,0.701389,17.5571,308.25,10,5.09375,0,0,3.1455,9.89415,24,22.5,21,0.875,1.73205,3,70,10,5.09375,7.81707,7.37348,15,1.25,10,10,10,1,0,0,250,56.5,104.5,10,10,2.1875,32,26,26,164,31,42,4,456,218650,1247,4412,62,1,0.715726,7,4.375,2,0.285714,1.36192,1.85484,5,2.1875,0,0,1.14828,1.31855,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8.4,0.875,0.816497,0.666667,6.57895,38,0.703125,0.054233,0.074074,0,0.142857,0,4,2.1875,0,0,1.28107,1.64113,97,59,72,67,40,0
3,2.8125,0,0,0.737804,0.544355,17,11.25,0,0,4.064,16.5161,139,124.5,113,0.81295,13.5031,182.333,10,5.1875,0,0,3.45886,11.9637,25,22.5,20,0.8,2.08167,4.33333,61,10,5.1875,7.26647,7.20509,15,1.25,10,10,10,1,0,0,90.5,36,70,10,10,1.90625,32,22,23,167,30,36,4,250,177199,967,3737,62,1,0.84879,9,3.8125,2,0.222222,1.42416,2.02823,4,1.90625,0,0,1.08834,1.18448,0.4,0.4,0.4,0.4,0.4,0.125,10,9,8,0.8,1,1,5.65625,16,0.703125,0.244048,0.2,0.333333,0.3,0.142857,5,1.90625,0,0,1.11758,1.24899,99,83,86,83,40,0
3,2.8125,0,0,0.737804,0.544355,20,11.25,0,0,4.52235,20.4516,141,122.25,109,0.77305,14.1745,200.917,10,5.09375,0,0,3.25635,10.6038,24,22.5,21,0.875,1.29099,1.66667,49,10,5.09375,7.30945,7.26524,15,1.25,10,10,10,1,0,0,67.5,25,53,10,10,1.53125,32,18,17,164,26,29,4,776,203156,1717,4137,62,1,0.544355,13,3.0625,2,0.153846,1.99899,3.99597,13,1.53125,0,0,2.14001,4.57964,0.4,0.4,0.4,0.4,0.4,0.125,9.6,9,8.4,0.875,0.816497,0.666667,7.5,9,0.703125,0.333333,0.4,0.2,0.4,0.333333,4,1.53125,0,0,0.983226,0.966734,92,83,83,83,40,0
3,2.8125,0,0,0.737804,0.544355,18,11.25,0,0,4.41405,19.4839,146,133.5,124,0.849315,10.7858,116.333,10,5.5625,0,0,3.21225,10.3185,25,22.5,19,0.76,2.64575,7,54,10,5.5625,7.35894,7.2081,15,1.25,10,10,10,1,0,0,134.5,36,80.5,10,10,1.6875,32,20,20,179,29,34,4,604,212573,1457,4364,62,1,0.629032,8,3.375,2,0.25,1.3137,1.72581,8,1.6875,0,0,1.33047,1.77016,0.4,0.4,0.4,0.4,0.4,0.125,10,9,7.6,0.76,1.41421,2,5.60417,24,0.703125,0.206998,0.25,0.230769,0.125,0.222222,4,1.6875,0,0,1.09065,1.18952,113,89,89,89,40,0
3,2.8125,0,0,0.737804,0.544355,18,11.25,0,0,4.08775,16.7097,145,123,103,0.710345,21.1029,445.333,10,5.125,0,0,2.98112,8.8871,25,22.5,20,0.8,2.38048,5.66667,35,10,5.125,7.06818,7.06818,15,1.25,10,10,10,1,0,0,8,8,8,10,10,1.09375,32,4,4,165,7,7,4,48,39645,679,1447,62,1,0.965726,3,2.1875,1,0.333333,0.535061,0.28629,2,1.09375,0,0,0.390151,0.152218,0.4,0.4,0.4,0.4,0.4,0.125,10,9,8,0.8,1,1,1.6,5,0.703125,0.566667,0.6,0,1,0.666667,2,1.09375,0,0,0.390151,0.152218,153,148,148,148,40,1
3,2.8125,0,0,0.737804,0.544355,19,11.25,0,0,4.21977,17.8065,160,126,104,0.65,24.5628,603.333,10,5.25,0,0,3.27256,10.7097,26,22.5,19,0.730769,3.10913,9.66667,37,10,5.25,7.02367,7.02367,15,1.25,10,10,10,1,0,0,13.5,3.5,13.5,10,10,1.15625,32,6,6,169,11,11,4,202,75694,903,2058,62,1,0.881048,5,2.3125,1,0.2,0.692704,0.479839,3,1.15625,0,0,0.57414,0.329637,0.4,0.4,0.4,0.4,0.4,0.125,10.4,9,7.6,0.730769,1.41421,2,13.5,1,0.703125,0.75,1,1,0,1,2,1.15625,0,0,0.447889,0.200605,141,140,140,140,40,0
